title,city/area,block/sector,bedroom,bathroom,sqrtFeet,price
A nicely constructed apartment of 1850 SQ FT can be found in Bashundhara R-A for rent, Bashundhara R-A,Block L,3,4,1260.0,5796000.0
Reside Conveniently In This Comfortable 3000 Sq.ft Flat For Rent At Baridhara - Block..., Baridhara,Block K,4,4,600.0,3250000.0
"Well-fitted Apartment Is Here Sited At Bashundhara Block F, Featuring 2300 Sq Ft Spac...", Bashundhara R-A,Block F,4,4,2156.0,17000000.0
"Take Rent This 1500 Sq Ft Nice Flat For Living A Pleasant Life In Mazar Road, Mirpur", Mirpur,1st Colony,3,3,1100.0,9500000.0
1500 Sq Ft Lovely Flat For Rent In Baridhara Dohs, Baridhara DOHS,Road No 2,3,3,1800.0,15400000.0
"Smartly Priced 2500 Sq Ft Flat, That You Should Check In Bashundhara R-a", Bashundhara R-A,Block H,4,4,1545.0,11500000.0
Spacious Flat In A Serene Location | 1550 Sq Ft Home For Rent In Bashundhara R-a, Bashundhara R-A,Block H,3,3,1330.0,7200000.0
Vibrant 5000 Sq Ft Semi Furnished Apartment For Rent In Baridhara, Baridhara,Block K,4,5,1400.0,8400000.0
Luxurious 5000 Sq Ft Ready Apartment For Rent In Baridhara, Baridhara,Block K,4,5,1205.0,6600000.0
Budget-friendly 600 Sq Ft Residential Apartment For Rent In Sutrapur, Sutrapur,Luxmibazar,2,1,1220.0,6800000.0
An Amazing 2700 Sq Ft Apartment Is For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1080.0,4320000.0
Rent This Nicely Built 1450 Sq Ft Flat Available In Bashundhara R-a, Bashundhara R-A,Block K,3,3,1485.0,8167000.0
Live In This 1500 Sq Ft Apartment Ready For Rent In Banasree, Banasree,Block D,3,3,1459.0,13500000.0
"Grab This 1400 Sq Ft Flat For Rent In Holy Lane Shyamoli , Near Shyamoli Square", Shyamoli,Holy Lane,3,3,1400.0,10500000.0
Banasree Is Offering A 1860 Sq Ft Flat For Rent To Pick It For Your Next Home., Banasree,Block M,4,4,700.0,2500000.0
"Prominent Location | Vacant, 1100 SQ FT Apartment | Ready To Move", Aftab Nagar,Block E,3,2,1100.0,5500000.0
"1350 Sq Ft Ready Flat For Rent In Middle Badda, With Splendid Features And Price", Badda,Middle Badda,3,3,1100.0,6000000.0
Be The Resident Of This Beautiful Flat Of 1000 Sq Ft Which Is Vacant Now For Rent At ..., Aftab Nagar,Block C,3,3,1120.0,5040000.0
View This 2373 Sq Ft Apartment For Rent In Uttara-12, Uttara,Sector 12,3,4,1350.0,8000000.0
Beautiful And Well-constructed 3000 Sq Ft Full Furnished Flat Is Ready To Rent At Bar..., Baridhara,Road No 10,4,4,1610.0,23000000.0
"Rarely Available A 2 Bedrooms Flat Is Up For Rent At Nikunja 2, Nearby Baitul Mahfuz ...", Nikunja,Nikunja 2,2,2,1050.0,7140000.0
You Can Take Rent This Lovely Apartment Of 2124 Sq Ft To Live A Relaxed Life At Gulsh..., Gulshan,Gulshan 1,3,3,938.0,4000000.0
"1764 Sq Ft Apartment Is Ready For Rent In Banasree, Block A", Banasree,Block A,3,4,1850.0,17500000.0
Find Your Desired Home At This 1000 Sq Ft Well Featured Flat For Rent At West Rampura, Rampura,West Rampura,2,2,2450.0,31000000.0
720 Sq Ft Flat For Rent In The Prominent Location Of Nikunja 2, Nikunja,Nikunja 2,2,2,1085.0,6000000.0
"Plan To Move In This 1050 Sq Ft Flat Which Is For Rent In Paikpara, Ahmed Nagar", Mirpur,Ahmed Nagar,3,2,1850.0,14800000.0
Suitable 1500 Sq Ft Residential Apartment For Rent In New Market, New Market,Elephant Road,3,4,2440.0,25400000.0
Modest 1250 Sq Ft Apartment for Rent in Prime Uttar Badda Location, Badda,Uttar Badda,3,2,852.0,4800000.0
Valuable 2350 Sq Ft Residential Apartment Available for Rent in Uttara, Uttara,Sector 12,3,4,850.0,3500000.0
1500 Sq Ft Apartment Is Ready To Rent In Banasree, Banasree,Block F,3,3,1750.0,19200000.0
Pursue This 2500 Sq Ft Apartment For Rent In Uttara-11, Uttara,Sector 11,4,4,1750.0,19200000.0
"A Cozy 900 Sq Ft Apartment Is For Rent In West Rampura, Mohanagar Housing", Rampura,West Rampura,2,2,1000.0,6500000.0
"Check This Fine Looking Flat Of 1500 Sq Ft Offered For Rent In Sector 12, Uttara", Uttara,Sector 12,3,4,2700.0,67500000.0
"Check This Fine Looking Flat Of 1075 Sq Ft Offered For Rent In Block C, Aftab Nagar", Aftab Nagar,Block C,3,3,2700.0,67500000.0
A Very Well-fitted Apartment Is Here Sited At Paikpara Featuring 1150 Sq Ft Space For..., Mirpur,Ahmed Nagar,3,3,1609.0,12800000.0
Notable 1700 Sq Ft Full Furnished Flat For Rent In Uttara, Uttara,Sector 4,3,3,1400.0,7000000.0
This Wonderful Flat Is Set For Rent With An Amazing Floor Plan Which Is 1700 Sq Ft In..., Bashundhara R-A,Block I,3,4,1294.0,10000000.0
"All Set For Rental Purpose This 1700 Sq Ft Flat In The Location Of Bashundhara R-a, B...", Bashundhara R-A,Block I,3,4,2187.0,39366000.0
Standard 1456 Sq Ft Residential Apartment For Rent In Maghbazar, Maghbazar,Greenway Road,3,3,1500.0,12000000.0
"Reside In This 1400 Sq Ft Apartment Up For Rent In Aftab Nagar, Block K", Aftab Nagar,Block K,3,4,895.0,5500000.0
"1000 Sq Ft Apartment Is Available For Rent In Uttar Badda, Matabbar Road", Badda,Uttar Badda,3,3,1250.0,6250000.0
"Check This Fine Looking Flat Of 850 Sq Ft Offered For Rent In Section 1, Mirpur", Mirpur,Section 1,2,2,1250.0,6250000.0
Checkout This 1250 Sq Ft Apartment Available For Rent In Uttar Badda, Badda,Uttar Badda,3,3,1700.0,12000000.0
"1100 Sq Ft Great Apartment Is Available For Rent In Badda, Adarsh Nagar Road", Badda,Adarsh Nagar Road,3,3,1250.0,8750000.0
Live In This 1000 Sq Ft Apartment Available For Rent In Middle Badda, Badda,Middle Badda,3,2,1420.0,8200000.0
"1050 Sq Ft Convenient Apartment For Rent In Gupipara Road, Uttar Badda", Badda,Uttar Badda,3,2,1475.0,15550000.0
"In An Urban Location And Reasonable Price, See This 1350 Sq.ft Flat Is Available For ...", Badda,Shahjadpur,3,3,1375.0,14550000.0
"1,700 Sq Ft Residential Apartment Available for Rent in Dhanmondi", Dhanmondi,Road No 3,3,3,850.0,3300000.0
Shyamoli Is Offering A 1300 Sq Ft Flat For Rent To Pick It For Your Next Home., Shyamoli,Road No 4,3,3,1250.0,5500000.0
"1340 Sq Ft Flat For Rent In Middle Badda, With Good Home Facilities", Badda,Middle Badda,3,3,1175.0,7000000.0
"Ready To Move In! Check This 1340 Sq. Ft Apartment For Rent In Cumilla Para Road, Mid...", Badda,Middle Badda,3,3,2200.0,20000000.0
"1600 Sq Ft Flat With Great Fittings For Rent In Khilgaon, C Block", Khilgaon,Block C,3,3,1332.0,5594400.0
"Dwell In This 1500 Sq Ft Flat For Rent In Agargaon, Kamal Soroni Road", Agargaon,Kamal Soroni Road,3,3,1360.0,13000000.0
This Wonderful Flat Is Set For Rent With An Amazing Floor Plan Which Is 1250 Sq Ft In...,,Agargaon,3,3,1412.0,7000000.0
1250 SQFT Residential Apartment For Rent At Agargaon,,Agargaon,3,3,1300.0,5850000.0
Balance Your Lifestyle Living In This 2500 Square Feet Apartment For Rent In Bashundh..., Bashundhara R-A,Block I,4,5,1300.0,5460000.0
Move In And Inhabit This 1400 Sq Ft Properly Constructed Apartment For Rent In Aftab ..., Aftab Nagar,Block D,3,3,1100.0,6050000.0
"Built With Modern Amenities, Check This 1100 Sq.ft-3 Bedroom Flat For Rent In The Loc...", Kalabagan,Lake Circus(Abed Dhali Road),3,3,1020.0,5000000.0
Charming 600 Sq. Ft. Cozy Apartment Available for Rent in Dhanmondi, Dhanmondi,Central Road,1,2,1220.0,9500000.0
This Beautiful Flat Of 1500 Sq Ft Is Greatly Affordable And Will Come Within Your Bud..., Banasree,Block J,4,4,1950.0,8775000.0
1150 Sq Ft Apartment Including 3 Bedrooms Is Ready For Rent In Mirpur-1, Mirpur,Section 1,3,3,650.0,2520000.0
"1300 Square Feet Apartment Is For Rent In Shyamoli, Dhaka Housing Main Road", Shyamoli,Dhaka Housing Main Road,3,3,800.0,5300000.0
"View This 1300 Square Feet Apartment For Rent In Shyamoli, Dhaka Housing Main Road", Shyamoli,Dhaka Housing Main Road,3,3,1112.0,7500000.0
A Very Well-fitted Apartment Is Here Sited At Paikpara Featuring 1150 Sq Ft Space For..., Mirpur,Ahmed Nagar,3,3,990.0,7425000.0
"1220 Sq Ft Nicely Planned Apartment Is Available For Rent In Block F, Banasree", Banasree,Block F,3,3,1125.0,9500000.0
"1250 Sq Ft Great Apartment Is Ready For Rent In Mirpur, Kallyanpur", Mirpur,Kallyanpur,3,3,2150.0,23500000.0
"Deal With This 1150 Sq Ft Perfect Apartment Ready For Rent In Mirpur, Kallyanpur", Mirpur,Kallyanpur,3,3,650.0,2400000.0
"A Flat For Residential Purpose In The Hub Of Mohammadpur With 1350 Sq Ft, Is Up For R...", Mohammadpur,PC Culture Housing,3,3,1300.0,6500000.0
A Beautifully Constructed Apartment Of 1650 Sq Ft Is Vacant Right Now For Rent In Sec..., Uttara,Sector 12,3,3,1300.0,6500000.0
A Beautifully Constructed Apartment Of 1250 Sq Ft Is Vacant Right Now For Rent In Bai..., Adabor,Baitul Aman Housing Society,3,3,1850.0,9800000.0
"View This 1050 Sq Ft Apartment Ready For Rent In Mirpur, Ahmed Nagar", Mirpur,Ahmed Nagar,3,2,1215.0,7500000.0
1300 Sq Ft Residential Apartment For Rent In South Banasree Project, Banasree,South Banasree Project,3,3,1180.0,6490000.0
1250 SQFT Residential Apartment For Rent At Agargaon,,Agargaon,3,3,1090.0,6540000.0
1050 Sq.ft Apartment Is Available For Rent In Purana Paltan Which Is Tailored To Your..., Motijheel,Purana Paltan,2,2,1463.0,5852000.0
4 Bedroom Home Which Will Fulfill Your Desired Is Now Vacant For Rent In Banasree - B..., Banasree,Block G,4,3,780.0,2730000.0
"An Affordable 1200 Square Feet Apartment Is Up For Rent In Vatara , Very Next To Hasa...", Badda,Vatara,3,2,1100.0,4950000.0
Properly designed this 1200 SQ Ft home is now up for rent in Vatara, Badda,Vatara,3,2,1445.0,6936000.0
"In An Urban Location And Reasonable Price, See This 1350 Sq.ft Flat Is Available For ...", Badda,Shahjadpur,3,3,1000.0,6800000.0
Balance Your Lifestyle Living In This 2500 Square Feet Apartment For Rent In Bashundh..., Bashundhara R-A,Block I,4,5,1450.0,13050000.0
Move In And Inhabit This 1400 Sq Ft Properly Constructed Apartment For Rent In Aftab ..., Aftab Nagar,Block D,3,3,1637.0,12000000.0
A 1600 Sq Ft Very Reasonable Medium Flat Is Available For Rent At Bashundhara R-a, Bashundhara R-A,Block G,3,3,2036.0,17000000.0
"Built With Modern Amenities, Check This 1100 Sq.ft-3 Bedroom Flat For Rent In The Loc...", Kalabagan,Lake Circus(Abed Dhali Road),3,3,2230.0,21200000.0
"For Rental Purpose 1100 Sq Ft Flat Is Now Up To Rent In Banasree, Avenue 8", Banasree,Block H,3,3,1310.0,10000000.0
A 1250 Sq Ft Flat Is Up For Rent In A Well Secured Location Of West Agargaon, Agargaon,West Agargaon,3,3,2200.0,19800000.0
Properly designed this 1200 SQ Ft home is now up for rent in Vatara, Badda,Vatara,3,2,1400.0,8400000.0
1700 Sq Ft Apartment Is Ready For Rent In Banasree, Banasree,Block F,3,3,1125.0,6187500.0
"Grab This Amazing 1600 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block D", Aftab Nagar,Block D,3,3,1195.0,8500000.0
"Grab A 1050 Sq Ft Flat For Rent At Kallyanpur, Mirpur", Mirpur,Kallyanpur,3,2,1350.0,7425000.0
"Rent This 2400 Sq Ft Flat In Bashundhara R-a, Block I", Bashundhara R-A,Block I,3,4,1100.0,6050000.0
"Checkout This 1350 Sq Ft Apartment Ready For Rent In Mirpur, Paikpara", Mirpur,Paikpara,3,3,1465.0,8000000.0
"Visit This 1250 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing", Mohammadpur,PC Culture Housing,3,3,922.0,5000000.0
To Get A Trouble Free Life You Can Take Rent This 1300 Sq Ft Home In West Agargaon, Agargaon,West Agargaon,3,3,1410.0,13395000.0
4 Bedroom Home Which Will Fulfill Your Desired Is Now Vacant For Rent In Banasree - B..., Banasree,Block G,4,3,975.0,4000000.0
A 1600 Sq Ft Very Reasonable Medium Flat Is Available For Rent At Bashundhara R-a, Bashundhara R-A,Block G,3,3,2225.0,23500000.0
"Rent this Elegant 2,000 Sq Ft Fully Furnished Apartment in Bashundhara R-A", Bashundhara R-A,Block C,3,3,2200.0,22000000.0
"Lovely Apartment Of 2,250 Sq Ft Is Up For Rent In Bashundhara R-A", Bashundhara R-A,Block B,4,4,1150.0,9000000.0
Flat For Rent In Dhanmondi Near Paedihope Hospital For Sick Children, Dhanmondi,Road No 6,3,3,1300.0,6500000.0
A Very Nice 1050 Sq Ft Flat Is Now Available For Rent Nearby Pc Culture Housing Socie..., Mohammadpur,PC Culture Housing,3,2,1050.0,4500000.0
5000 Sq Ft Apartment With 4 Bedrooms Is Set For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1165.0,8000000.0
"We Bring You A Beautiful And Distinct Flat Of 1350 Sq Ft For Rent In Sector 7, Uttara", Uttara,Sector 7,3,2,1325.0,6500000.0
1250 Sq Ft Apartment For Rent In Paikpara With All Facilities, Mirpur,Ahmed Nagar,3,3,1220.0,5500000.0
Remarkable Semi Furnished Flat Of 5000 Sq Ft Is Up For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1010.0,5500000.0
3500 Square Feet Apartment With 4 Bedrooms For Rent In Gulshan 1, Gulshan,Gulshan 1,4,4,1400.0,6300000.0
A Ready 700 Sq.ft Apartment For Rent In Shyamoli Near Dhaka Central International Med..., Shyamoli,Golden Street,2,1,1200.0,6600000.0
Here Is A Well Defined Flat Of 1400 Sq Ft Waiting For Rent At Mohammadpur, Mohammadpur,Katashur,3,3,850.0,3300000.0
"In The Location Of Mohammadpur, 3-Bedroom Apartment Is Up To Rent", Mohammadpur,Bizlymoholla Road,3,2,1220.0,5500000.0
"Looking For A Perfect Family Home To Rent In Shyamoli, Check This 1650 Sq Ft Well Fea...", Shyamoli,Khilji Road,3,4,650.0,2500000.0
An Appropriate 1300 Sq Ft Residence Is Prepared To Be Rented In Adabor., Adabor,Baitul Aman Housing Society,3,3,975.0,4500000.0
"870 Square Feet Apartment With Great Rooms For Rent In Mohammadpur, Tajmahal Road", Mohammadpur,Tajmahal Road,2,2,1100.0,9000000.0
Explore This 1050 Sq Ft Apartment For Rent In Mohammadpur Bustling Suburb, Mohammadpur,Humayun Road,2,2,650.0,2400000.0
"Lovely Apartment Of 1050 Sq Ft Is Up For Rent In Mohammadpur, Humayun Road", Mohammadpur,Humayun Road,3,2,1542.0,8500000.0
For Rental Purpose 1500 Sq Ft Flat Is Now Up For Rent In Uttara Close To Uttara Play ..., Uttara,Sector 3,3,3,650.0,3300000.0
Offering You 870 Sq Ft Apartment To Rent In Mohammadpur, Mohammadpur,Tajmahal Road,2,2,1100.0,4200000.0
Get This 2200 Sq Ft Apartment Ready To Rent In Mirpur Dohs, Mirpur,Mirpur DOHS,4,4,800.0,8600000.0
"1400 Sq Ft Flat For Rent In The Great Placement Of Bashundhara R-a, Block I", Bashundhara R-A,Block I,3,3,2000.0,21500000.0
"A Flat For Residential Purpose In The Hub Of Uttara 7 With 1600 Sq Ft, Is Up For Rent...", Uttara,Sector 7,3,3,1960.0,39000000.0
"This Vacant Apartment Of 900 Sq Ft Situated In West Malibag, Is Up For Rent", Malibagh,West Malibag,2,3,800.0,6650000.0
"A Ready, Well Decorated 1400 Sq Ft Flat Is Up For Renting Purpose In Faydabad, Dakshi...", Dakshin Khan,Faydabad,3,3,950.0,4000000.0
"Well developed and nicely planned 1415 SQ FT flat is up for rent in Uttara, Sector 11...", Uttara,Sector 11,3,3,900.0,4500000.0
"Start A New Home, In This 1135 Sq Ft Flat For Rent In Kalabagan, Lake Circus Road", Kalabagan,Lake Circus Road,3,3,1331.0,16000000.0
A Ready 700 Sq.ft Apartment For Rent In Shyamoli Near Dhaka Central International Med..., Shyamoli,Golden Street,2,1,1500.0,11000000.0
For Rental Purpose 1500 Sq Ft Flat Is Now Up For Rent In Uttara Close To Uttara Play ..., Uttara,Sector 3,3,3,1000.0,5700000.0
Explore This 1050 Sq Ft Apartment For Rent In Mohammadpur Bustling Suburb, Mohammadpur,Humayun Road,2,2,1265.0,8500000.0
"Lovely Apartment Of 1050 Sq Ft Is Up For Rent In Mohammadpur, Humayun Road", Mohammadpur,Humayun Road,3,2,1220.0,5000000.0
An Appropriate 1300 Sq Ft Residence Is Prepared To Be Rented In Adabor., Adabor,Baitul Aman Housing Society,3,3,740.0,4000000.0
3200 Sq Ft Ready Semi Furnished Apartment For Rent In Baridhara, Baridhara,Block K,4,4,2000.0,22000000.0
We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 1520 Sq Ft Space..., Agargaon,West Agargaon,3,3,1125.0,9700000.0
This Beautiful Flat Of 1530 Sq Ft Is Greatly Affordable And Will Come Within Your Bud..., Agargaon,West Agargaon,3,3,1100.0,4500000.0
5550 Sq Ft Modern And Spacious Semi-furnished Apartment Is For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1370.0,12500000.0
Prominent Location Bright And Cozy For Rent 1250 Sq Ft Apartment, Bashundhara R-A,Block J,3,3,1300.0,13400000.0
1800 Sq Ft Full Furnished Apartment Is Available For Rent In Bashundhara, Bashundhara R-A,Block B,4,4,1834.0,26900000.0
Grab This 2150 Sq Ft Ready Flat For Rent In Uttara-6, Uttara,Sector 6,4,4,900.0,7000000.0
"Looking For A Nice Full Furnished Flat To Rent In Uttara, Check This One Which Is 180...", Uttara,Sector 5,3,3,1274.0,10500000.0
Grab This 1680 Sq Ft Flat For Rent In Dhanmondi, Dhanmondi,Road No 4A,3,3,2045.0,23625000.0
Classic 1100 Square Feet Fully Furnished Apartment Is For Rent In Mohammadpur, Mohammadpur,Khilji Road,2,3,1600.0,13500000.0
1100 Square Feet Flat Is For Rent In Uttara-14, Uttara,Sector 14,3,2,950.0,7500000.0
"Flat up for rent in Gulshan 2 area, near Manarat International University, of 4000 SQ...", Gulshan,Gulshan 2,5,5,2400.0,20000000.0
"1500 Square Feet Apartment Is For Rent In Kalabagan, Dolphin Goli Road", Kalabagan,Dolphin Goli Road,3,3,1300.0,8000000.0
"Checkout This 2200 Sq Ft Flat For Rent In Block B, Lalmatia", Lalmatia,Block B,3,4,2000.0,11500000.0
"At West Rampura, A 970 Sq Ft Well Fitted Residential Property Is On Rent", Rampura,West Rampura,3,2,1330.0,7900000.0
1600 SFT 3 Bed Apt. Is Ready To Rent In Aftab Nagar, Aftab Nagar,Block H,3,3,1230.0,7400000.0
1350 Sq Ft Apartment Available For Rent In Badda, Badda,Uttar Badda,3,3,970.0,4800000.0
See This Flat For Rent In Gulshan Near American Standard International School, Gulshan,Gulshan 2,3,3,2125.0,20000000.0
"A Fine Apartment Of 2000 Sq Ft For Rent Is Available In Gulshan 1, Near North End Cof...", Gulshan,Gulshan 1,3,3,2687.0,47500000.0
"1600 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Block B", Aftab Nagar,Block B,3,3,650.0,4000000.0
"1485 Sq Ft Apartment For Rent In Banasree, Block G", Banasree,Block G,3,3,1610.0,13100000.0
Deal With This 1515 Sq Ft Flat For Rent In Bashundhara R-a, Bashundhara R-A,Block E,3,3,3650.0,78000000.0
"Take A Look At This 1400 Sq Ft Flat Up For Rent In Cantonment, Matikata Road", Cantonment,Matikata Road,4,4,2180.0,17500000.0
1550 Square Feet Apartment Is For Rent In The Serene Location Of Uttara-13, Uttara,Sector 13,3,3,1185.0,11000000.0
1250 Sq Ft Apartment Is For Rent In The Great Area Of Mirpur, Mirpur,Middle Paikpara,3,3,950.0,6000000.0
"Luxurious 4-Bedroom 4000 sq ft Apt. For Rent at Baridhara, Dhaka", Baridhara,Road No 4,4,4,3355.0,39000000.0
Luxurious Living In Baridhara | Spacious 4-bedroom 4000 Sq Ft Apartment For Rent, Baridhara,Road No 4,4,4,1050.0,6200000.0
"Make This 2600 Sq Feet Nice Flat Yours, By Renting It In Baridhara DOHS", Baridhara DOHS,Road No 4,4,5,1700.0,17000000.0
A Well-constructed Beautiful 3000 Sq Ft Apartment Is Ready To Rent In Gulshan, Gulshan,Gulshan 2,3,4,1550.0,14500000.0
Your New Home Is Waiting For You In This Lovely Apartment Of 1500 Sq Ft Is Ready For ..., Bashundhara R-A,Block B,3,4,1400.0,5680000.0
West Shewrapara Is Offering You A 900 Sq Ft Flat For Rent, Mirpur,West Shewrapara,2,2,1700.0,7200000.0
"1000 Square Feet Apartment Is For Rent In Mirpur, West Shewrapara", Mirpur,West Shewrapara,2,2,690.0,3000000.0
"Valuable 1800 Sq Ft Flat For Rent In Bashundhara, Block D", Bashundhara R-A,Block D,3,3,1260.0,7000000.0
"1500 Square Feet Standard Apartment For Rent In Adabor, Shyamoli Housing (2nd Project...", Adabor,Shyamoli Housing (2nd Project),3,4,1275.0,7200000.0
1700 Square Feet Apartment For Rent In Mirpur, Mirpur,Pirerbag,3,4,612.0,2900000.0
Gulshan 2 Is Offering You A 2200 Sq Ft Full Furnished Apartment For Rent, Gulshan,Gulshan 2,3,4,650.0,4000000.0
A 2200 Sq Ft Very Affordable Flat With Good Transportation Availability Is For Rent C..., Gulshan,Gulshan 1,3,4,1762.0,10500000.0
Vast 4500 Sq Ft Ready Apartment For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1120.0,6160000.0
Amazing Full Furnished Flat Including 4 Bedroom Are Up For Rent In Mohakhali DOHS, Mohakhali DOHS,Road No 31,4,4,960.0,3700000.0
Prominent 2200 Sq Ft Residential Apartment For Rent In Dhanmondi, Dhanmondi,Road No 7,3,3,2700.0,26500000.0
2200 Sq Ft 4 Bed Apartment Is Ready To Rent In Uttara, Uttara,Sector 6,4,4,1800.0,9000000.0
"Apartment For Rent In Banasree, Road No 4 Nearby National Ideal School", Banasree,Block B,2,2,1225.0,5512500.0
Acquire This 1500 Sq Ft House For Your New Residence In A Nice Location Of Uttara Sec..., Uttara,Sector 10,3,3,1050.0,3750000.0
An Apartment Of 2200 Sft Which Is Up For Rent At Bashundhara R-a Near To Apollo Hospi..., Bashundhara R-A,Block A,3,5,1550.0,11500000.0
"Create Your Residence In This 2200 Sq Ft Flat Set To Rent In Bashundhara R-a, Block A", Bashundhara R-A,Block A,3,5,1200.0,6050000.0
An Apartment Is Up For Rent At Bashundhara R-a Near To Apollo Hospital, Bashundhara R-A,Block A,3,4,1050.0,3750000.0
Get Ready To Move Into This 1480 Sq Ft Flat For Rent In Bashundhara R-a, Bashundhara R-A,Block E,3,3,4200.0,50400000.0
"A Newly-built 1480 Sq Ft Flat Is For Rent In Bashundhara R-a, Block E", Bashundhara R-A,Block E,3,3,1200.0,6500000.0
Spacious 2200 Sq Ft Residential Apartment For Rent In Uttara 11, Uttara,Sector 11,4,4,930.0,4500000.0
"Meet With A Fascinating 950 Sq Ft Ready Flat For Rent In Block J, Banasree", Banasree,Block J,3,2,1200.0,5400000.0
"Focus On Renting A Home For Your Family Like This 1500 Sq Ft Apartment In Block B, Ba...", Banasree,Block B,4,3,1200.0,5400000.0
"820 Sq Ft Flat For Rent In Mohammadpur, Tajmahal Road", Mohammadpur,Tajmahal Road,3,2,1100.0,4950000.0
Apartment for Rent in Banasree near Banasree Bazar, Banasree,Block B,2,2,850.0,3825000.0
"At Paltan, flat for Rent close to Paltan Tower", Motijheel,Purana Paltan,3,3,1050.0,4410000.0
4500 Sq Ft Beautiful Flat Is Available For Rent In Gulshan 2 Near To Six Seasons, Gulshan,Gulshan 2,4,4,905.0,4072500.0
Ready To Rent | Well-maintained 1450 Sq ft Apartment In Aftab Nagar, Aftab Nagar,Block E,3,3,600.0,3250000.0
"Meet With A Fascinating 1000 Sq Ft Ready Flat For Rent In Block E, Aftab Nagar", Aftab Nagar,Block E,3,2,1300.0,9750000.0
"Grab A 1000 Sq Ft Flat For Rent At Block E, Aftab Nagar", Aftab Nagar,Block E,3,2,600.0,2000000.0
Be The Resident Of This Beautiful Flat Of 1000 Sq Ft Which Is Vacant Now For Rent At ..., Aftab Nagar,Block E,3,2,1050.0,10000000.0
Grab This 2800 Sq Ft Spacious Apartment For Rent In North Shahjahanpur, Shahjahanpur,North Shahjahanpur,3,3,1800.0,19000000.0
Offering you beautiful 1385 SQ FT apartment to Rent in Banasree, Banasree,Block C,3,3,1220.0,6800000.0
3 Bedroom Residence | Ready To Rent In Aftab Nagar, Aftab Nagar,Block F,3,3,900.0,4050000.0
Ready To Rent | Well-maintained 1400 Sq ft Apartment In Aftab Nagar, Aftab Nagar,Block F,3,3,632.0,4424000.0
"1100 Sq Ft Apartment Is Ready For Rent In Banasree, Block B", Banasree,Block B,3,3,1390.0,7665000.0
"Plan To Move In This 1970 Sq Ft Flat Which Is For Rent In Block B, Bashundhara R-A", Bashundhara R-A,Block B,3,4,1100.0,5000000.0
"A Rightly Planned 2000 Sq Ft Flat Is Found For Rent In Block B, Bashundhara R/A", Bashundhara R-A,Block B,3,3,1485.0,8167000.0
"This 1755 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Block E,...", Aftab Nagar,Block E,3,3,1080.0,4320000.0
"Get Ready To Rent This Ideally Maintained 1600 Sq Ft Apartment Located In Block H, Ba...", Bashundhara R-A,Block H,3,3,1485.0,8167000.0
Standard 1330 Sq Ft Residential Apartment For Rent In Aftab Nagar, Aftab Nagar,Block E,3,3,850.0,2500000.0
"Take Rent This 3 Bedroom Nice Flat For Living A Pleasant Life In Block E, Aftab Nagar", Aftab Nagar,Block E,3,3,650.0,4600000.0
"Get Ready To Rent This Ideally Maintained 3 Bedroom Apartment Located In Block E, Aft...", Aftab Nagar,Block E,3,3,830.0,4700000.0
"1470 Sq Ft Flat For Rent In Swapnodhara Housing, With Good Home Facilities", Mohammadpur,Bochila,3,3,1350.0,6700000.0
A 3500 Sq Ft Residence In Baridhara Is Presently Available For Rent., Baridhara,Block K,4,4,2650.0,21000000.0
"1680 Sq Ft Nice Flat For Rent In Tejgaon, Tejkunipara", Tejgaon,Tejkunipara,3,3,1275.0,10600000.0
Economical 1200 Sq Ft Ready Apartment For Rent In Khilgaon, Khilgaon,Block C,3,2,1250.0,10500000.0
2508 Square Feet Furnished Apartment For Rent In Gulshan 1, Gulshan,Gulshan 1,3,3,850.0,6500000.0
Make Your Move To This Charming 1150 Sq Ft Flat For Rent In Bashundhara R-A, Bashundhara R-A,Block L,3,3,750.0,4000000.0
1510 Sq Ft Lovely Flat For Rent In Bashundhara R-a, Bashundhara R-A,Block E,3,3,875.0,4000000.0
3100 SFT Apt. | Well Maintained | Ready To Move In, Bashundhara R-A,Block C,4,5,1285.0,9800000.0
"Lovely Apartment Of 3 Bedroom Is Up For Rent In Block E, Aftab Nagar", Aftab Nagar,Block E,3,3,1550.0,12000000.0
"Pursue This 1150 Sq Ft Flat For Rent In Bashundhara R-a, Block L", Bashundhara R-A,Block L,3,3,1337.0,8100000.0
This Vacant Apartment Of 1100 Sq Ft Is Up For Rent, Badda,Khilbari Tek,3,3,1518.0,10000000.0
"Ready To Move In! Check This 1350 Sq. Ft Apartment For Rent In Block E, Aftab Nagar", Aftab Nagar,Block E,3,3,2230.0,16000000.0
"1250 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In Mirpur, Dakkhin Paikpara", Mirpur,Dakkhin Paikpara,3,3,1125.0,4775000.0
